gene,class,importance,variance,variance_rank,n_cells_used,importance_rank
MGMT,CKD,0.0063190423,0.859313102302073,1537,300,456
EIF4B,CKD,0.0063146893,1.4475140756884213,1107,300,457
LAMP2,CKD,0.006313089,1.018056541626328,1372,300,458
LAPTM4A,CKD,0.0063101123,15.692902291753319,282,300,459
ATP6V0C,CKD,0.006299692,2.436056933988624,805,300,460
LENG8,CKD,0.0062986617,0.3994588043573259,2687,300,461
PPP2R1A,CKD,0.006292408,0.8921461326970312,1500,300,462
CDC42SE1,CKD,0.006275181,0.6301817797328725,1934,300,463
EGR1,CKD,0.0062628677,7.140846709010139,444,300,464
AKR1C1,CKD,0.0062570656,0.9059910807925144,1483,300,465
MRPL54,CKD,0.0062533827,1.5363855917423628,1066,300,466
WLS,CKD,0.0062496457,0.68909128222046,1804,300,467
MAGED2,CKD,0.0062436047,1.3972001580991957,1139,300,468
COX6A1,CKD,0.006234802,31.402185224269694,188,300,469
ELOB,CKD,0.0061794547,14.112523909403107,297,300,470
MGST1,CKD,0.0061738286,13.113644932432402,310,300,471
NPM1,CKD,0.0061737155,10.439227121688393,361,300,472
RBM3,CKD,0.006161221,1.308846443560641,1178,300,473
MYH9,CKD,0.006137356,1.0003473863541028,1387,300,474
SARAF,CKD,0.006128375,1.8980170062782191,932,300,475
SPARCL1,CKD,0.0061182394,7.30771128654718,437,300,476
NDUFAB1,CKD,0.006092995,4.657732041824538,555,300,477
PNKD,CKD,0.0060713342,3.2923044036000433,669,300,478
TOMM7,CKD,0.0060666557,14.152270531281392,296,300,479
ECHDC2,CKD,0.006065187,0.8114984935775047,1607,300,480
HNRNPK,CKD,0.0060617696,2.8940969208645284,719,300,481
RPL35A,CKD,0.00605842,81.79792419603065,109,300,482
TMEM66,CKD,0.0060506533,1.494780018760543,1081,300,483
PTGR1,CKD,0.0060504563,3.628097606911835,639,300,484
CLK1,CKD,0.006049152,0.4434110375163204,2478,300,485
UBE2L3,CKD,0.006035669,0.6712614260686174,1837,300,486
SPTBN1,CKD,0.0060269614,2.890900237918137,720,300,487
PNRC1,CKD,0.0060122563,2.12129019242723,868,300,488
LTB,CKD,0.0059962384,2.786989096831298,739,300,489
SNHG8,CKD,0.0059891324,2.5971901551864978,771,300,490
PRRC2C,CKD,0.005986503,0.7772014878977105,1659,300,491
MRPL27,CKD,0.0059842453,1.0710240448465043,1327,300,492
BSG,CKD,0.005977299,18.84311397971213,255,300,493
TOMM6,CKD,0.005951265,0.39216884061873963,2719,300,494
SELENOK,CKD,0.005950215,1.7460374597347206,985,300,495
NDUFV3,CKD,0.0059446488,0.9082799336319247,1482,300,496
REEP5,CKD,0.0059439624,2.5197855191398926,789,300,497
PAX8,CKD,0.005929615,1.7154028517338318,998,300,498
GLG1,CKD,0.005920428,0.5192044712122187,2222,300,499
C4orf48,CKD,0.005908974,2.78840700651905,738,300,500
ACSL1,CKD,0.005893914,0.8711720159764261,1522,300,501
ZDHHC2,CKD,0.005877033,0.36523674358471037,2860,300,502
CD151,CKD,0.0058741127,2.8072575924087344,734,300,503
CD24,CKD,0.005873427,42.84416513856876,156,300,504
PPA1,CKD,0.0058624167,1.4110220781051985,1126,300,505
IGFBP2,CKD,0.005860359,8.394144790914837,411,300,506
BAG1,CKD,0.0058493004,1.870799319355728,942,300,507
CLIC1,CKD,0.005842893,7.560462598868515,431,300,508
ATP6V0E1,CKD,0.0058359164,20.23312272547286,248,300,509
DDX3X,CKD,0.005817062,0.8486411380661992,1554,300,510
UFM1,CKD,0.005814437,0.636867846526229,1909,300,511
DHRS3,CKD,0.0058137593,0.593618295059799,2018,300,512
ARHGAP5,CKD,0.0058119334,0.8805628227772708,1510,300,513
MSN,CKD,0.0057827123,1.0294349475699738,1361,300,514
TRIM8,CKD,0.005766602,0.458049024060928,2428,300,515
UQCRH,CKD,0.0057636956,29.548160950427956,197,300,516
LSM7,CKD,0.0057599247,1.861643955925728,949,300,517
ECH1,CKD,0.005749727,1.8203337977571015,959,300,518
SDHD,CKD,0.005742511,2.67583315269774,760,300,519
NDUFA10,CKD,0.005711843,1.0384519057724102,1354,300,520
PRAP1,CKD,0.0056803073,0.677440830186886,1823,300,521
COMMD6,CKD,0.0056788404,10.395561680803706,363,300,522
ACAA2,CKD,0.005674686,0.9098065695772434,1479,300,523
HP1BP3,CKD,0.0056655556,0.990803334166251,1397,300,524
EIF4A1,CKD,0.005664618,1.5676412018656956,1050,300,525
ADIRF,CKD,0.0056599323,74.86491412167612,122,300,526
ST13,CKD,0.0056540514,3.2580866214676734,675,300,527
PRDX3,CKD,0.005652104,3.1409481819323126,686,300,528
ACTN4,CKD,0.005650254,2.3466192466245035,821,300,529
MICOS13,CKD,0.005642439,0.4084220735060159,2645,300,530
TTC37,CKD,0.005633341,0.42629986113421997,2567,300,531
SYF2,CKD,0.0056223883,0.9983904486762978,1389,300,532
TSTD1,CKD,0.005608022,4.688002340783349,552,300,533
GAPDH,CKD,0.0056019104,82.90889426382824,108,300,534
IQGAP2,CKD,0.005581651,0.3682324559260038,2845,300,535
MUC1,CKD,0.0055711735,9.641305870092692,384,300,536
CPEB4,CKD,0.0055692187,1.1903421363485933,1254,300,537
ZFP36L1,CKD,0.0055675777,5.752401814854957,488,300,538
PKHD1,CKD,0.0055613476,0.6496626725703092,1884,300,539
NORAD,CKD,0.005545314,1.2800825536410878,1198,300,540
SSR4,CKD,0.0055362135,15.033356163103361,284,300,541
AHCYL1,CKD,0.0055321334,1.2295134090392768,1226,300,542
VDAC1,CKD,0.005521435,3.989693993079899,608,300,543
GLUL,CKD,0.0055161323,2.1180137415614704,871,300,544
RAB2A,CKD,0.005514174,1.3484324368945946,1160,300,545
C19orf53,CKD,0.0054916674,4.113910744407674,593,300,546
TNFRSF12A,CKD,0.005472274,9.065738819763824,396,300,547
ATP5ME,CKD,0.0054692044,20.476131966260063,246,300,548
DPM3,CKD,0.0054661264,2.2140758006902743,847,300,549
UQCR11,CKD,0.0054363795,19.5118258542774,250,300,550
QKI,CKD,0.0054352772,0.5126681255153231,2240,300,551
GRN,CKD,0.005433976,2.075167296498146,884,300,552
TACC1,CKD,0.005430168,0.7794329944356817,1652,300,553
MT1H,CKD,0.005420555,80.91455229528887,112,300,554
ARGLU1,CKD,0.0054204958,1.6374346718607315,1021,300,555
FARP1,CKD,0.005416009,0.9046748313854438,1487,300,556
EIF5,CKD,0.0054091928,1.1714402472130163,1268,300,557
CTSA,CKD,0.0054031103,0.9241095670055937,1466,300,558
TMEM30A,CKD,0.005394299,0.4932361140584698,2297,300,559
HINT1,CKD,0.005391974,37.50909821348206,174,300,560
SEC11A,CKD,0.0053900196,2.692155950104374,755,300,561
RPS5,CKD,0.0053889253,40.05518507396472,166,300,562
TRAPPC1,CKD,0.0053859963,1.9077348695814582,927,300,563
ARL6IP4,CKD,0.0053652683,2.574169104681178,777,300,564
MRPL41,CKD,0.005362951,5.398052612547536,506,300,565
GLRX,CKD,0.0053615985,2.692570710109142,754,300,566
NAA38,CKD,0.005353201,2.5187144739234,790,300,567
MT1X,CKD,0.005348415,124.53078344870288,87,300,568
COA3,CKD,0.0053334306,5.531109007434724,499,300,569
CAPS,CKD,0.005325372,0.9569474464939627,1427,300,570
VPS13C,CKD,0.00532339,0.5806674444507907,2054,300,571
ACADVL,CKD,0.0053195013,2.331340123705527,826,300,572
ITGB8,CKD,0.005318548,1.774928643764362,975,300,573
LEPROT,CKD,0.00531471,2.0826380880183946,881,300,574
NDUFB8.1,CKD,0.005289704,2.5491421276760446,784,300,575
TBCB,CKD,0.0052637206,0.8462241398464996,1561,300,576
YWHAE,CKD,0.005252763,6.356828568351055,468,300,577
HAGH,CKD,0.005250802,0.6641599585129567,1852,300,578
HSP90AB1,CKD,0.005247709,10.152411390773448,370,300,579
CPM,CKD,0.0052468725,0.9338056039120672,1456,300,580
NDUFB3,CKD,0.0052210437,6.767774695065574,454,300,581
NOP53,CKD,0.0052184905,1.161017858121054,1273,300,582
SUMO1,CKD,0.0052177506,2.8583970173422792,727,300,583
TOB1,CKD,0.005216271,1.8699934094046542,943,300,584
IGFBP5,CKD,0.005200889,270.21686696547647,51,300,585
PRDX2,CKD,0.005192009,11.677068402448178,338,300,586
PRDX5,CKD,0.005182705,16.672948226827653,269,300,587
SGK1,CKD,0.0051744096,3.8475145254488865,617,300,588
ANXA2,CKD,0.0051662736,9.026719300701,398,300,589
CHD9,CKD,0.005160519,0.8482330137049359,1555,300,590
CYP1B1,CKD,0.0051479465,0.8184592547089177,1596,300,591
EIF4A2,CKD,0.005140084,2.7937048198733767,736,300,592
CAST,CKD,0.0051288577,0.9915288525822592,1394,300,593
NDUFA6,CKD,0.005120732,4.736205791010733,547,300,594
NDUFB7,CKD,0.0051187295,10.99154901048465,354,300,595
PLIN2,CKD,0.005107494,0.5624456060488211,2097,300,596
TRAPPC6A,CKD,0.0050871987,0.7715264515496651,1666,300,597
C19orf43,CKD,0.005075218,1.0062189288067829,1381,300,598
NDFIP1,CKD,0.0050719916,1.961876814158363,913,300,599
SPAG9,CKD,0.0050653927,0.4010252959500552,2675,300,600
SLC44A2,CKD,0.005049715,0.622589445308166,1955,300,601
SAR1A,CKD,0.0050449762,0.6876181728260563,1806,300,602
WNK1,CKD,0.005044074,26.859875314899455,212,300,603
VAMP2,CKD,0.0050370754,2.056429072922707,891,300,604
NGFRAP1,CKD,0.005028191,6.029084336827605,480,300,605
TMEM245,CKD,0.0050242697,0.7601894474809111,1680,300,606
NDUFC2,CKD,0.005023223,10.04841749179182,373,300,607
MMP24OS,CKD,0.005021873,2.8637781658052304,725,300,608
HIF1A,CKD,0.005015658,1.6055919764920783,1033,300,609
MGST3,CKD,0.0050074207,23.631054864721058,225,300,610
TMEM160,CKD,0.005006196,1.2796654582986076,1199,300,611
SCNN1G,CKD,0.004997385,1.0761961666707198,1321,300,612
CCDC198,CKD,0.0049908445,0.7530883782075043,1692,300,613
ETNK1,CKD,0.004989682,0.5115335994294574,2246,300,614
HSPE1,CKD,0.0049852403,80.25493740495948,113,300,615
MRPS6,CKD,0.0049819937,5.690621541045289,492,300,616
CTNNA1,CKD,0.0049787727,0.8680298211370179,1526,300,617
NDUFS6,CKD,0.004970035,6.696720362735892,456,300,618
GLRX5,CKD,0.0049639754,2.1321284168757657,866,300,619
DDIT4,CKD,0.0049607786,0.6225748183799258,1956,300,620
CLCNKA,CKD,0.004955539,1.3015695329460686,1180,300,621
IGHA1,CKD,0.0049468554,4403.1983584498885,15,300,622
MAP1LC3B,CKD,0.0049440656,1.0490513317757468,1348,300,623
CRYL1,CKD,0.0049309744,1.5540449584145093,1058,300,624
MACC1,CKD,0.004920919,0.5025851669007109,2269,300,625
VAPA,CKD,0.004916468,2.566419426732917,780,300,626
SDC4,CKD,0.0049058837,4.319505592791251,577,300,627
SRSF6,CKD,0.0048778546,0.706358455496234,1773,300,628
KRT10,CKD,0.004868061,3.0717125782346963,694,300,629
BCAP31,CKD,0.004865524,1.793649239622272,966,300,630
AIMP1,CKD,0.0048525175,0.5726551246383714,2073,300,631
SEC11C,CKD,0.0048518647,1.4748726409964334,1095,300,632
STUB1,CKD,0.004842756,1.0597127847237235,1341,300,633
NKTR,CKD,0.004835428,0.6085759855423702,1996,300,634
MRPL13,CKD,0.004834835,0.7447479124538507,1704,300,635
OAZ1,CKD,0.004830606,11.154302382763857,351,300,636
GCC2,CKD,0.0048099863,0.7839186028477991,1643,300,637
CHMP2A,CKD,0.0048049632,2.080579305849293,882,300,638
PDK4,CKD,0.0048011276,11.05404145973451,352,300,639
PABPN1,CKD,0.004800993,0.9870136025373643,1401,300,640
CRIP2,CKD,0.0048007453,2.496645063791735,794,300,641
SAT1,CKD,0.004790605,50.63968207832483,145,300,642
ALDOB,CKD,0.0047898605,96.29671082370429,102,300,643
CHCHD10,CKD,0.0047875196,34.201104364943504,180,300,644
ARHGAP24,CKD,0.0047719236,1.368569273210913,1152,300,645
SOD2,CKD,0.004769506,11.282559608401135,346,300,646
ATP5L,CKD,0.004764216,16.425378598964578,273,300,647
RPL27,CKD,0.004760102,20.64749300075009,244,300,648
C8orf59,CKD,0.004749674,1.5993945703412564,1038,300,649
GNG11,CKD,0.004749074,3.8785982294423764,615,300,650
PDHA1,CKD,0.0047447295,1.3276744246672902,1171,300,651
MMP7,CKD,0.004739957,164.75821083418057,68,300,652
USP22,CKD,0.0047377474,0.4595500019453491,2422,300,653
GNS,CKD,0.0047295108,0.7490477028528301,1695,300,654
RNF181,CKD,0.0047269096,1.226991769024326,1227,300,655
RPS16,CKD,0.0047225757,12.410584327289296,321,300,656
PTPRC,CKD,0.004721103,0.954375998717178,1431,300,657
BANF1,CKD,0.004720384,1.6673648254985092,1013,300,658
PSMA2.1,CKD,0.004719937,0.3580779361845489,2898,300,659
CCDC50,CKD,0.0047196043,0.38816922553215794,2739,300,660
SERPINA1,CKD,0.004718394,12.764661825341088,313,300,661
ARPC3,CKD,0.0047032586,4.9325502851684435,528,300,662
CRYAB,CKD,0.0046995245,157.75947090125413,72,300,663
LAMP1,CKD,0.004691653,1.4474539496689935,1108,300,664
SUB1,CKD,0.004681578,9.42884889467016,390,300,665
PARP14,CKD,0.0046774554,0.35783035331974317,2899,300,666
ALDH1L1,CKD,0.004675033,0.5542844532456339,2115,300,667
MICU2,CKD,0.004668733,0.4779809370070355,2349,300,668
EPS8L2,CKD,0.0046680453,0.6225167061042147,1959,300,669
TERF2IP,CKD,0.0046638437,0.5152955704398821,2233,300,670
RBBP4,CKD,0.0046552997,0.5023865308097193,2270,300,671
IER3,CKD,0.0046428563,38.65159858374398,172,300,672
COX7A2,CKD,0.0046410495,25.505727404330948,220,300,673
RSRP1,CKD,0.004637527,0.8250762967171377,1588,300,674
ITM2A,CKD,0.004625365,0.5050524692837524,2262,300,675
IFI27L2,CKD,0.004602385,0.7308124680981717,1729,300,676
DDX24,CKD,0.004600453,0.918693641124792,1471,300,677
GNG5,CKD,0.004593367,7.17338583872924,442,300,678
ATP13A3,CKD,0.0045917206,0.6850742416208171,1811,300,679
VPS28,CKD,0.0045913775,2.4962653752114976,795,300,680
ARHGAP29,CKD,0.0045908936,2.0852127689636,880,300,681
DHRS7,CKD,0.004575603,3.782468716339693,619,300,682
G0S2,CKD,0.004572271,9.61386441529017,385,300,683
SLC40A1,CKD,0.0045681703,0.4078321989326733,2647,300,684
POMP,CKD,0.004567544,5.748846776564443,489,300,685
FAM3C,CKD,0.0045668413,0.6282574433878212,1945,300,686
FGL2,CKD,0.0045531406,3.1180176580502375,689,300,687
AHNAK,CKD,0.0045508933,2.256277765153538,840,300,688
FOSL2,CKD,0.0045485883,0.9594746153818892,1423,300,689
ANXA11,CKD,0.004548217,2.176916165474232,857,300,690
AKAP9,CKD,0.0045440095,1.4006338580432716,1135,300,691
SNRPG,CKD,0.0045438376,4.224297396893942,586,300,692
DYNLT1,CKD,0.0045424504,3.052549001930305,697,300,693
NPC2,CKD,0.004530947,4.805743864524439,540,300,694
TBL1XR1,CKD,0.0045295367,0.4655845519409995,2405,300,695
COL18A1,CKD,0.0045292457,4.989055474443968,526,300,696
TMED2,CKD,0.004527608,0.8737408780709863,1517,300,697
XBP1,CKD,0.004527303,1.9129569081077356,925,300,698
LGALS3,CKD,0.004520451,25.75814555365568,217,300,699
RASD1,CKD,0.0045156605,6.243028481639694,474,300,700
ATP5J,CKD,0.004514572,12.41420357167728,320,300,701
UBB,CKD,0.0045122937,27.219390877151483,210,300,702
STAT1,CKD,0.0044982336,0.784315052834059,1642,300,703
CTSC,CKD,0.004477639,3.624276645222326,641,300,704
NDUFS8,CKD,0.0044770036,5.129762778796408,522,300,705
SREK1,CKD,0.0044755326,0.3503812057538026,2953,300,706
HNRNPC,CKD,0.0044703684,1.3539144254829665,1159,300,707
PGK1,CKD,0.0044678706,3.1548093205899144,684,300,708
SF3B2,CKD,0.0044652433,0.43261710242549195,2536,300,709
PRELID1,CKD,0.0044647935,2.1688045697011624,858,300,710
PAIP2,CKD,0.004461875,0.9475261220392588,1437,300,711
SLC25A3,CKD,0.004455948,12.22671032286041,327,300,712
DYNC1LI2,CKD,0.004450561,0.40650669998066025,2654,300,713
PCMT1,CKD,0.0044467165,0.40626262549783637,2656,300,714
CREM,CKD,0.0044442182,1.2928447099164249,1186,300,715
NAP1L1,CKD,0.00442428,1.6558600527580738,1016,300,716
CRIM1,CKD,0.0044110147,2.0371684581607874,897,300,717
BST2,CKD,0.0044096434,2.5066474534336516,792,300,718
DPY30,CKD,0.0044073747,1.0652444718913983,1333,300,719
CA2,CKD,0.0043971925,16.466391166313784,272,300,720
PHYH,CKD,0.0043894,0.7926813371057528,1632,300,721
MRPL33,CKD,0.004386368,15.412675595173685,283,300,722
PDLIM5,CKD,0.004384297,0.37741471209133604,2786,300,723
CAMTA1,CKD,0.004381255,2.4436807851251747,802,300,724
SPTLC2,CKD,0.0043804026,0.3743733500875819,2802,300,725
COX16,CKD,0.004369392,0.5466867087958627,2132,300,726
GSTK1,CKD,0.0043615797,2.196662543548275,853,300,727
TMED4,CKD,0.004359737,1.1876815877343607,1257,300,728
ERH,CKD,0.0043586586,3.7529225197988705,627,300,729
SNHG25,CKD,0.004355343,0.6934547397541445,1796,300,730
MDK,CKD,0.004352726,1.0754531973499437,1324,300,731
SPAG7,CKD,0.0043475935,0.7423818338481838,1706,300,732
NAP1L4,CKD,0.0043467535,0.5211164737519594,2217,300,733
PTTG1IP,CKD,0.0043446356,1.461058416350709,1097,300,734
THSD7A,CKD,0.0043419856,0.47773240212057844,2350,300,735
PTPN13,CKD,0.0043329448,0.5100176042976611,2248,300,736
BTG2,CKD,0.004331889,7.203473317734927,441,300,737
C19orf77,CKD,0.0043258616,1.308904182045659,1177,300,738
TMEM14B,CKD,0.004321039,2.231210519186936,844,300,739
SF3B1,CKD,0.004320775,1.2094274441407986,1237,300,740
CHPT1,CKD,0.0043152473,0.783535599432195,1644,300,741
CBX5,CKD,0.004309906,0.6850763227820519,1810,300,742
SRRM2,CKD,0.004304343,1.3949669042585977,1140,300,743
SERPINB6,CKD,0.0042936103,0.6201981522448127,1972,300,744
NPTN,CKD,0.0042925505,0.852938902565578,1552,300,745
CCL14,CKD,0.0042779576,0.5051359042950546,2261,300,746
HPRT1,CKD,0.0042735296,0.8411538243113312,1566,300,747
CRYZ,CKD,0.0042732125,1.2430006506004345,1220,300,748
SCNN1A,CKD,0.004272509,1.527945826159614,1073,300,749
ATP5MG,CKD,0.0042676777,29.136778502590516,204,300,750
MRPL12,CKD,0.004265817,0.8970550051844073,1495,300,751
STARD10,CKD,0.0042575765,0.6362396048291828,1915,300,752
RNASE1,CKD,0.0042540883,9.994491659065947,374,300,753
EEF1B2,CKD,0.0042485166,12.69031896218046,316,300,754
ALDH9A1,CKD,0.004229772,0.47258365865559077,2373,300,755
SRGN,CKD,0.0042201704,3.089330973159499,692,300,756
TNFRSF11B,CKD,0.004214122,1.1304373417007676,1288,300,757
TRA2A,CKD,0.004201985,0.35837505251144,2896,300,758
TUBB,CKD,0.0042003677,2.288722418241419,835,300,759
GOLGB1,CKD,0.0041984394,0.9223186416813927,1469,300,760
LINC00982,CKD,0.004197344,1.2559732290792411,1212,300,761
SYTL2,CKD,0.004193022,0.40381854843797105,2667,300,762
ARPC2,CKD,0.004191853,1.9250691714364687,919,300,763
SRSF7,CKD,0.004187656,1.407755788247198,1129,300,764
CXCR4,CKD,0.0041698585,0.7035934423442486,1778,300,765
RBM39,CKD,0.004169808,1.651559123981568,1017,300,766
NFAT5,CKD,0.0041668233,0.6712892429042223,1836,300,767
LAPTM4B,CKD,0.0041645514,1.1017893607225067,1305,300,768
WASL,CKD,0.0041608904,0.48698297973164806,2317,300,769
CTNND1,CKD,0.004152706,0.6299337794391239,1936,300,770
LPP,CKD,0.004147642,0.8698044310306856,1524,300,771
RBP7,CKD,0.00414683,1.8132263344057984,960,300,772
NDUFS7,CKD,0.004144762,3.6426082461548495,638,300,773
TM2D1,CKD,0.0041364967,0.639530735020389,1906,300,774
EIF3H,CKD,0.0041308813,1.1546892568456757,1278,300,775
OTUD6B-AS1,CKD,0.004126495,0.47552169068314143,2360,300,776
UQCRQ,CKD,0.0041259,27.802594669243668,206,300,777
ATRAID,CKD,0.0041170684,1.8634997257596617,946,300,778
TUFM,CKD,0.0041118036,2.066953458883062,887,300,779
TMEM176A,CKD,0.004103928,5.564734272954278,497,300,780
KRTCAP2,CKD,0.0041036797,1.7339931470053258,989,300,781
HES1,CKD,0.004099851,1.9117378630461352,926,300,782
RNH1,CKD,0.004098817,1.2482234726833503,1216,300,783
ITGA6,CKD,0.0040982473,0.8852985874764875,1508,300,784
CD164,CKD,0.0040973704,1.6514280993637915,1018,300,785
GABARAPL1,CKD,0.0040972712,2.297029796686579,834,300,786
SLC9A3R1,CKD,0.0040969756,0.41189108058437685,2621,300,787
ATP5B,CKD,0.0040967534,4.206679681444475,588,300,788
ARPP19,CKD,0.004091414,0.7882997045152751,1638,300,789
GPBP1,CKD,0.0040885373,0.8443823460949575,1564,300,790
PAPPA2,CKD,0.0040867697,5.409063970473925,505,300,791
H2AFZ,CKD,0.004073525,4.629444050361344,557,300,792
PIN1,CKD,0.004068421,0.5229640404371402,2207,300,793
ACTR10,CKD,0.0040675164,0.577547637106707,2063,300,794
SSR3,CKD,0.004067321,1.329603748378715,1170,300,795
CTSL,CKD,0.004064281,1.4454355903374894,1109,300,796
MRPS21,CKD,0.0040577464,3.201865960020724,680,300,797
NFIB,CKD,0.0040515503,0.6103112251772695,1992,300,798
LINC00657,CKD,0.0040514767,0.7363779828413021,1715,300,799
VCAN,CKD,0.0040493123,0.8319229736956203,1581,300,800
TOP1,CKD,0.0040363367,0.6204988009664547,1971,300,801
ZNF428,CKD,0.0040320605,0.7600671043801053,1682,300,802
CSNK1A1,CKD,0.0040309206,0.8027788466097545,1618,300,803
TSPAN1,CKD,0.004027578,9.737043999103298,383,300,804
AIF1L,CKD,0.0040169107,4.771295036312672,543,300,805
MAGT1,CKD,0.004013776,0.35105815404496865,2943,300,806
UQCRFS1,CKD,0.0040036333,4.251559696733973,584,300,807
FKBP1A,CKD,0.0040012286,2.1383641776298017,864,300,808
CEBPB,CKD,0.0040008635,1.1684753954549647,1271,300,809
LMBRD1,CKD,0.0039956183,1.0305075490514455,1360,300,810
CNPY2,CKD,0.003994486,1.1046593336595283,1302,300,811
YWHAH,CKD,0.003992826,1.5700124676334033,1049,300,812
RAP1B,CKD,0.0039921734,0.7862801211632161,1641,300,813
CNN3,CKD,0.0039814715,2.3478202500787133,820,300,814
CYFIP2,CKD,0.0039810445,2.861518283549892,726,300,815
TUBA1B,CKD,0.0039791577,4.694913151104405,550,300,816
SKAP2,CKD,0.003977127,0.46900834422905463,2389,300,817
UBL3,CKD,0.0039764163,0.5354145466768745,2161,300,818
C7orf50,CKD,0.0039755437,1.0911863142922635,1312,300,819
VCAM1,CKD,0.003973431,4.253542482343664,583,300,820
PPP1R10,CKD,0.0039711925,0.4828667509253611,2328,300,821
WDR13,CKD,0.0039656595,0.3751747190102146,2799,300,822
COX14,CKD,0.003956745,2.7676714477246964,743,300,823
KIF12,CKD,0.0039547933,0.8822395285758964,1509,300,824
TINAGL1,CKD,0.0039519654,1.052002249323431,1345,300,825
FBXO21,CKD,0.003947032,0.5735900335805034,2070,300,826
PSMC5,CKD,0.003946629,0.8473977337040268,1558,300,827
NRP1,CKD,0.0039442717,0.5209162373896652,2218,300,828
TMEM72,CKD,0.0039396277,0.647227783450138,1891,300,829
TCP1,CKD,0.00393961,0.48533575217935687,2319,300,830
SELM,CKD,0.003931543,3.7109540605257214,631,300,831
IFI6,CKD,0.0039293184,0.5091245682346723,2252,300,832
TMEM33,CKD,0.003928929,0.3509280322160949,2944,300,833
MS4A6A,CKD,0.003924148,0.6236445674744838,1954,300,834
SDC1,CKD,0.003921296,0.855269819709625,1546,300,835
TMED5,CKD,0.0039139166,0.4573559574194167,2432,300,836
SAT2,CKD,0.0039078044,2.0559833713036784,892,300,837
COX7A2L,CKD,0.0039071105,3.0601554301908536,696,300,838
EEF2,CKD,0.0039055105,4.100287265919588,594,300,839
PSMB1,CKD,0.0039049212,2.9863582524476637,706,300,840
MDH1,CKD,0.0039040127,2.872806189805427,722,300,841
GPX1,CKD,0.0039031422,5.4848433627538675,502,300,842
NDUFA8,CKD,0.0039014677,1.333196109723153,1169,300,843
MYO6,CKD,0.0039011994,1.204026424475735,1242,300,844
DYNC2LI1,CKD,0.0038949219,0.4889106989059754,2312,300,845
TRAM1,CKD,0.0038927665,2.029638243504988,902,300,846
PJA2,CKD,0.0038874699,0.6297848836904946,1938,300,847
GADD45B,CKD,0.0038853618,12.307406933589341,323,300,848
PSME1,CKD,0.0038837504,1.8310894131844047,957,300,849
CORO1A,CKD,0.0038819588,0.858563948511026,1540,300,850
BZW1,CKD,0.003880736,0.8749281700749613,1514,300,851
EPS8,CKD,0.0038801841,0.7030613702069892,1780,300,852
GADD45GIP1,CKD,0.0038743003,1.7704428337135978,977,300,853
GOLGA4,CKD,0.003870148,0.6367968682839913,1910,300,854
YPEL3,CKD,0.0038645132,0.9092563846026731,1480,300,855
HSPG2,CKD,0.0038624918,1.4080420621708154,1127,300,856
PCDH9,CKD,0.0038573332,0.3764592589303948,2792,300,857
TM9SF3,CKD,0.0038565905,1.1605014819504067,1274,300,858
SLC16A9,CKD,0.0038555884,1.402752606386866,1134,300,859
HSD17B12,CKD,0.0038420367,0.627549576866045,1947,300,860
WAC,CKD,0.0038333489,0.48129157498425557,2340,300,861
CTSH,CKD,0.0038234638,5.199563595032393,520,300,862
DYNC1H1,CKD,0.0038173434,0.6401668421348705,1903,300,863
ZNF593,CKD,0.0038166817,0.9051815880397192,1485,300,864
WWTR1,CKD,0.003815035,0.6251893572317636,1951,300,865
TUSC3,CKD,0.0038134856,0.38853171599150205,2736,300,866
ARHGDIB,CKD,0.0038008487,1.3357529979144884,1168,300,867
ARL6IP1,CKD,0.0037920428,2.314365916811628,830,300,868
NDRG1,CKD,0.0037867753,3.772979789124138,623,300,869
SBDS,CKD,0.0037859885,0.8546320251801139,1549,300,870
CAPZA1,CKD,0.003783298,0.42614679565455815,2569,300,871
POLR2F,CKD,0.0037746644,0.8056171359347997,1614,300,872
C6orf48,CKD,0.0037708068,0.3731061623764644,2810,300,873
DYNLRB1,CKD,0.0037703344,4.671114680836022,553,300,874
SF1,CKD,0.0037650203,1.1287813219238605,1289,300,875
RBM47,CKD,0.003763438,1.1040072406274386,1303,300,876
CNDP2,CKD,0.003762474,1.312859438215787,1175,300,877
EMC3,CKD,0.0037620894,0.42843921777901567,2557,300,878
HLA-DPB1,CKD,0.0037609097,32.198819262741516,186,300,879
TFPI,CKD,0.003759727,0.5874574759120954,2039,300,880
PURA,CKD,0.0037525073,0.5347908316700598,2162,300,881
SPCS2,CKD,0.003750616,3.549876438346409,646,300,882
DNM2,CKD,0.0037473214,0.35343260905753765,2927,300,883
TCIM,CKD,0.0037464348,3.068159986512773,695,300,884
NAA50,CKD,0.0037458066,0.3468839118160326,2977,300,885
ATP5G3,CKD,0.0037435328,16.079731694769194,277,300,886
RASSF7,CKD,0.003735268,0.7077433307449381,1768,300,887
CALCRL,CKD,0.0037294277,0.6585733097862504,1863,300,888
S100A1,CKD,0.003728379,2.969607673468706,709,300,889
FIBIN,CKD,0.0037263862,0.3996546626515497,2684,300,890
LSM3,CKD,0.0037233091,1.7768196247786432,973,300,891
CFI,CKD,0.0037212907,0.7997523747105919,1623,300,892
ACO2,CKD,0.0037189012,0.9109369983995907,1478,300,893
HNRNPA3,CKD,0.003714598,1.756499151063052,980,300,894
USP2,CKD,0.0037125833,0.7420462337280066,1707,300,895
HIBADH,CKD,0.003712537,0.9633915447360382,1419,300,896
